,Zipcode,Stats,EDUCATIONAL ATTAINMENT,Below poverty level,Percent below poverty level,Total
401,60067,Estimate,High school graduate (includes equivalency),266.0,8.0,3334.0
402,60067,Estimate,Less than high school graduate,120.0,13.0,924.0
403,60067,Estimate,Population 25 years and over,1488.0,5.4,27537.0
404,60067,Estimate,"Some college, associate's degree",590.0,9.2,6445.0
405,60067,Margin of Error,Bachelor's degree or higher,225.0,1.3,949.0
406,60067,Margin of Error,High school graduate (includes equivalency),145.0,4.2,450.0
407,60067,Margin of Error,Less than high school graduate,99.0,11.2,294.0
408,60067,Margin of Error,Population 25 years and over,369.0,1.3,1244.0
409,60067,Margin of Error,"Some college, associate's degree",209.0,3.2,750.0
410,60068,Estimate,Bachelor's degree or higher,403.0,2.5,16218.0
411,60068,Estimate,High school graduate (includes equivalency),172.0,5.3,3264.0
412,60068,Estimate,Less than high school graduate,289.0,27.9,1035.0
413,60068,Estimate,Population 25 years and over,1071.0,4.1,26050.0
414,60068,Estimate,"Some college, associate's degree",207.0,3.7,5533.0
415,60068,Margin of Error,Bachelor's degree or higher,143.0,0.9,624.0
416,60068,Margin of Error,High school graduate (includes equivalency),107.0,3.2,398.0
417,60068,Margin of Error,Less than high school graduate,253.0,18.5,295.0
418,60068,Margin of Error,Population 25 years and over,367.0,1.4,604.0
419,60068,Margin of Error,"Some college, associate's degree",104.0,1.8,518.0
420,60069,Estimate,Bachelor's degree or higher,106.0,2.5,4310.0
421,60069,Estimate,High school graduate (includes equivalency),96.0,12.8,751.0
422,60069,Estimate,Less than high school graduate,92.0,49.7,185.0
423,60069,Estimate,Population 25 years and over,333.0,5.4,6187.0
424,60069,Estimate,"Some college, associate's degree",39.0,4.1,941.0
425,60069,Margin of Error,Bachelor's degree or higher,46.0,1.1,413.0
426,60069,Margin of Error,High school graduate (includes equivalency),61.0,7.9,174.0
427,60069,Margin of Error,Less than high school graduate,107.0,35.5,121.0
428,60069,Margin of Error,Population 25 years and over,139.0,2.2,411.0
429,60069,Margin of Error,"Some college, associate's degree",29.0,3.2,163.0
430,60070,Estimate,Bachelor's degree or higher,183.0,4.5,4075.0
431,60070,Estimate,High school graduate (includes equivalency),304.0,14.2,2145.0
432,60070,Estimate,Less than high school graduate,233.0,13.7,1704.0
433,60070,Estimate,Population 25 years and over,909.0,8.2,11041.0
434,60070,Estimate,"Some college, associate's degree",189.0,6.1,3117.0
435,60070,Margin of Error,Bachelor's degree or higher,120.0,2.9,517.0
436,60070,Margin of Error,High school graduate (includes equivalency),156.0,7.0,344.0
437,60070,Margin of Error,Less than high school graduate,161.0,8.6,415.0
438,60070,Margin of Error,Population 25 years and over,273.0,2.5,403.0
439,60070,Margin of Error,"Some college, associate's degree",117.0,3.8,442.0
440,60071,Estimate,Bachelor's degree or higher,61.0,9.0,678.0
441,60071,Estimate,High school graduate (includes equivalency),109.0,12.4,882.0
442,60071,Estimate,Less than high school graduate,4.0,4.0,101.0
443,60071,Estimate,Population 25 years and over,271.0,10.5,2590.0
444,60071,Estimate,"Some college, associate's degree",97.0,10.4,929.0
445,60071,Margin of Error,Bachelor's degree or higher,40.0,5.6,169.0
446,60071,Margin of Error,High school graduate (includes equivalency),69.0,8.1,220.0
447,60071,Margin of Error,Less than high school graduate,7.0,7.7,58.0
448,60071,Margin of Error,Population 25 years and over,96.0,4.0,246.0
449,60071,Margin of Error,"Some college, associate's degree",57.0,6.2,194.0
450,60072,Estimate,Bachelor's degree or higher,18.0,7.5,241.0
451,60072,Estimate,High school graduate (includes equivalency),3.0,1.2,258.0
452,60072,Estimate,Less than high school graduate,0.0,0.0,21.0
453,60072,Estimate,Population 25 years and over,24.0,3.4,707.0
454,60072,Estimate,"Some college, associate's degree",3.0,1.6,187.0
455,60072,Margin of Error,Bachelor's degree or higher,15.0,5.7,89.0
456,60072,Margin of Error,High school graduate (includes equivalency),6.0,2.2,86.0
457,60072,Margin of Error,Less than high school graduate,12.0,64.7,13.0
458,60072,Margin of Error,Population 25 years and over,18.0,2.4,182.0
459,60072,Margin of Error,"Some college, associate's degree",6.0,3.2,55.0
460,60073,Estimate,Bachelor's degree or higher,560.0,5.5,10130.0
461,60073,Estimate,High school graduate (includes equivalency),665.0,6.7,9976.0
462,60073,Estimate,Less than high school graduate,515.0,7.7,6684.0
463,60073,Estimate,Population 25 years and over,2261.0,6.0,37810.0
464,60073,Estimate,"Some college, associate's degree",521.0,4.7,11020.0
465,60073,Margin of Error,Bachelor's degree or higher,356.0,3.4,866.0
466,60073,Margin of Error,High school graduate (includes equivalency),263.0,2.5,766.0
467,60073,Margin of Error,Less than high school graduate,175.0,2.6,677.0
468,60073,Margin of Error,Population 25 years and over,534.0,1.4,1005.0
469,60073,Margin of Error,"Some college, associate's degree",136.0,1.2,850.0
470,60074,Estimate,Bachelor's degree or higher,319.0,3.1,10384.0
471,60074,Estimate,High school graduate (includes equivalency),321.0,6.7,4762.0
472,60074,Estimate,Less than high school graduate,809.0,22.1,3659.0
473,60074,Estimate,Population 25 years and over,1934.0,7.6,25318.0
474,60074,Estimate,"Some college, associate's degree",485.0,7.4,6513.0
475,60074,Margin of Error,Bachelor's degree or higher,141.0,1.3,882.0
476,60074,Margin of Error,High school graduate (includes equivalency),163.0,3.4,543.0
477,60074,Margin of Error,Less than high school graduate,296.0,8.2,598.0
478,60074,Margin of Error,Population 25 years and over,380.0,1.5,1101.0
479,60074,Margin of Error,"Some college, associate's degree",184.0,2.7,693.0
480,60076,Estimate,Bachelor's degree or higher,428.0,3.9,11075.0
481,60076,Estimate,High school graduate (includes equivalency),505.0,14.7,3441.0
482,60076,Estimate,Less than high school graduate,355.0,17.7,2005.0
483,60076,Estimate,Population 25 years and over,1672.0,7.7,21585.0
484,60076,Estimate,"Some college, associate's degree",384.0,7.6,5064.0
485,60076,Margin of Error,Bachelor's degree or higher,177.0,1.5,792.0
486,60076,Margin of Error,High school graduate (includes equivalency),211.0,5.7,564.0
487,60076,Margin of Error,Less than high school graduate,182.0,8.1,367.0
488,60076,Margin of Error,Population 25 years and over,368.0,1.7,897.0
489,60076,Margin of Error,"Some college, associate's degree",175.0,3.6,600.0
490,60077,Estimate,Bachelor's degree or higher,609.0,6.9,8767.0
491,60077,Estimate,High school graduate (includes equivalency),485.0,11.7,4153.0
492,60077,Estimate,Less than high school graduate,269.0,15.1,1787.0
493,60077,Estimate,Population 25 years and over,1878.0,9.7,19444.0
494,60077,Estimate,"Some college, associate's degree",515.0,10.9,4737.0
495,60077,Margin of Error,Bachelor's degree or higher,237.0,2.7,885.0
496,60077,Margin of Error,High school graduate (includes equivalency),255.0,5.8,602.0
497,60077,Margin of Error,Less than high school graduate,149.0,7.5,347.0
498,60077,Margin of Error,Population 25 years and over,527.0,2.6,968.0
499,60077,Margin of Error,"Some college, associate's degree",251.0,4.9,658.0
500,60081,Estimate,Bachelor's degree or higher,0.0,0.0,2216.0
501,60081,Estimate,High school graduate (includes equivalency),172.0,8.1,2125.0
502,60081,Estimate,Less than high school graduate,54.0,20.7,261.0
503,60081,Estimate,Population 25 years and over,319.0,4.8,6706.0
504,60081,Estimate,"Some college, associate's degree",93.0,4.4,2104.0
505,60081,Margin of Error,Bachelor's degree or higher,17.0,1.5,382.0
506,60081,Margin of Error,High school graduate (includes equivalency),107.0,5.0,352.0
507,60081,Margin of Error,Less than high school graduate,55.0,18.6,112.0
508,60081,Margin of Error,Population 25 years and over,156.0,2.3,417.0
509,60081,Margin of Error,"Some college, associate's degree",57.0,2.7,371.0
510,60083,Estimate,Bachelor's degree or higher,52.0,2.1,2518.0
511,60083,Estimate,High school graduate (includes equivalency),75.0,4.9,1536.0
512,60083,Estimate,Less than high school graduate,11.0,2.1,533.0
513,60083,Estimate,Population 25 years and over,180.0,2.8,6536.0
514,60083,Estimate,"Some college, associate's degree",42.0,2.2,1949.0
515,60083,Margin of Error,Bachelor's degree or higher,54.0,2.2,374.0
516,60083,Margin of Error,High school graduate (includes equivalency),63.0,4.0,322.0
517,60083,Margin of Error,Less than high school graduate,18.0,3.6,184.0
518,60083,Margin of Error,Population 25 years and over,112.0,1.7,548.0
519,60083,Margin of Error,"Some college, associate's degree",47.0,2.4,441.0
520,60084,Estimate,Bachelor's degree or higher,81.0,1.8,4514.0
521,60084,Estimate,High school graduate (includes equivalency),391.0,14.3,2738.0
522,60084,Estimate,Less than high school graduate,55.0,5.3,1032.0
523,60084,Estimate,Population 25 years and over,694.0,5.9,11702.0
524,60084,Estimate,"Some college, associate's degree",167.0,4.9,3418.0
525,60084,Margin of Error,Bachelor's degree or higher,66.0,1.5,525.0
526,60084,Margin of Error,High school graduate (includes equivalency),215.0,7.5,452.0
527,60084,Margin of Error,Less than high school graduate,48.0,4.7,267.0
528,60084,Margin of Error,Population 25 years and over,256.0,2.1,577.0
529,60084,Margin of Error,"Some college, associate's degree",79.0,2.3,443.0
530,60085,Estimate,Bachelor's degree or higher,500.0,7.4,6770.0
531,60085,Estimate,High school graduate (includes equivalency),2104.0,15.0,14034.0
532,60085,Estimate,Less than high school graduate,1886.0,17.6,10705.0
533,60085,Estimate,Population 25 years and over,5887.0,14.1,41755.0
534,60085,Estimate,"Some college, associate's degree",1397.0,13.6,10246.0
535,60085,Margin of Error,Bachelor's degree or higher,328.0,4.7,756.0
536,60085,Margin of Error,High school graduate (includes equivalency),432.0,2.9,1052.0
537,60085,Margin of Error,Less than high school graduate,375.0,3.2,884.0
538,60085,Margin of Error,Population 25 years and over,729.0,1.8,1403.0
539,60085,Margin of Error,"Some college, associate's degree",331.0,3.0,854.0
540,60087,Estimate,Bachelor's degree or higher,116.0,3.8,3018.0
541,60087,Estimate,High school graduate (includes equivalency),495.0,10.3,4789.0
542,60087,Estimate,Less than high school graduate,352.0,11.0,3210.0
543,60087,Estimate,Population 25 years and over,1049.0,6.5,16034.0
544,60087,Estimate,"Some college, associate's degree",86.0,1.7,5017.0
545,60087,Margin of Error,Bachelor's degree or higher,85.0,2.9,471.0
546,60087,Margin of Error,High school graduate (includes equivalency),184.0,3.9,488.0
547,60087,Margin of Error,Less than high school graduate,168.0,5.0,586.0
548,60087,Margin of Error,Population 25 years and over,321.0,2.0,1100.0
549,60087,Margin of Error,"Some college, associate's degree",71.0,1.4,666.0
550,60088,Estimate,Bachelor's degree or higher,18.0,3.1,587.0
551,60088,Estimate,High school graduate (includes equivalency),10.0,3.3,301.0
552,60088,Estimate,Less than high school graduate,0.0,0.0,21.0
553,60088,Estimate,Population 25 years and over,133.0,7.1,1884.0
554,60088,Estimate,"Some college, associate's degree",105.0,10.8,975.0
555,60088,Margin of Error,Bachelor's degree or higher,24.0,4.0,154.0
556,60088,Margin of Error,High school graduate (includes equivalency),14.0,4.9,141.0
557,60088,Margin of Error,Less than high school graduate,19.0,64.7,23.0
558,60088,Margin of Error,Population 25 years and over,165.0,8.5,297.0
559,60088,Margin of Error,"Some college, associate's degree",161.0,15.5,253.0
560,60089,Estimate,Bachelor's degree or higher,799.0,4.2,18899.0
561,60089,Estimate,High school graduate (includes equivalency),130.0,4.2,3089.0
562,60089,Estimate,Less than high school graduate,28.0,4.7,601.0
563,60089,Estimate,Population 25 years and over,1227.0,4.3,28398.0
564,60089,Estimate,"Some college, associate's degree",270.0,4.6,5809.0
565,60089,Margin of Error,Bachelor's degree or higher,348.0,1.8,760.0
566,60089,Margin of Error,High school graduate (includes equivalency),72.0,2.3,569.0
567,60089,Margin of Error,Less than high school graduate,24.0,4.3,159.0
568,60089,Margin of Error,Population 25 years and over,367.0,1.3,591.0
569,60089,Margin of Error,"Some college, associate's degree",99.0,1.7,422.0
570,60090,Estimate,Bachelor's degree or higher,494.0,4.2,11704.0
571,60090,Estimate,High school graduate (includes equivalency),617.0,10.4,5956.0
572,60090,Estimate,Less than high school graduate,308.0,9.1,3392.0
573,60090,Estimate,Population 25 years and over,2001.0,7.1,28064.0
574,60090,Estimate,"Some college, associate's degree",582.0,8.3,7012.0
575,60090,Margin of Error,Bachelor's degree or higher,188.0,1.6,827.0
576,60090,Margin of Error,High school graduate (includes equivalency),215.0,3.4,721.0
577,60090,Margin of Error,Less than high school graduate,139.0,4.0,457.0
578,60090,Margin of Error,Population 25 years and over,419.0,1.5,698.0
579,60090,Margin of Error,"Some college, associate's degree",221.0,3.0,823.0
580,60091,Estimate,Bachelor's degree or higher,416.0,2.7,15416.0
581,60091,Estimate,High school graduate (includes equivalency),82.0,11.6,709.0
582,60091,Estimate,Less than high school graduate,102.0,38.9,262.0
583,60091,Estimate,Population 25 years and over,670.0,3.7,18167.0
584,60091,Estimate,"Some college, associate's degree",70.0,3.9,1780.0
585,60091,Margin of Error,Bachelor's degree or higher,181.0,1.1,456.0
586,60091,Margin of Error,High school graduate (includes equivalency),59.0,7.6,161.0
587,60091,Margin of Error,Less than high school graduate,92.0,23.8,124.0
588,60091,Margin of Error,Population 25 years and over,192.0,1.0,427.0
589,60091,Margin of Error,"Some college, associate's degree",53.0,3.0,332.0
590,60093,Estimate,Bachelor's degree or higher,416.0,3.8,11053.0
591,60093,Estimate,High school graduate (includes equivalency),37.0,7.0,526.0
592,60093,Estimate,Less than high school graduate,42.0,19.4,216.0
593,60093,Estimate,Population 25 years and over,538.0,4.1,13228.0
594,60093,Estimate,"Some college, associate's degree",43.0,3.0,1433.0
595,60093,Margin of Error,Bachelor's degree or higher,142.0,1.3,442.0
596,60093,Margin of Error,High school graduate (includes equivalency),29.0,5.9,180.0
597,60093,Margin of Error,Less than high school graduate,43.0,20.7,118.0
598,60093,Margin of Error,Population 25 years and over,159.0,1.2,428.0
599,60093,Margin of Error,"Some college, associate's degree",40.0,2.9,276.0
600,60096,Estimate,Bachelor's degree or higher,0.0,0.0,1287.0
601,60096,Estimate,High school graduate (includes equivalency),58.0,3.3,1746.0
602,60096,Estimate,Less than high school graduate,12.0,4.3,282.0
603,60096,Estimate,Population 25 years and over,145.0,2.9,4994.0
604,60096,Estimate,"Some college, associate's degree",75.0,4.5,1679.0
605,60096,Margin of Error,Bachelor's degree or higher,17.0,2.5,230.0
606,60096,Margin of Error,High school graduate (includes equivalency),42.0,2.4,354.0
607,60096,Margin of Error,Less than high school graduate,18.0,6.8,113.0
608,60096,Margin of Error,Population 25 years and over,93.0,1.9,225.0
609,60096,Margin of Error,"Some college, associate's degree",57.0,3.4,237.0
610,60097,Estimate,Bachelor's degree or higher,162.0,11.1,1463.0
611,60097,Estimate,High school graduate (includes equivalency),141.0,5.7,2488.0
612,60097,Estimate,Less than high school graduate,37.0,7.3,504.0
613,60097,Estimate,Population 25 years and over,510.0,7.1,7208.0
614,60097,Estimate,"Some college, associate's degree",170.0,6.2,2753.0
615,60097,Margin of Error,Bachelor's degree or higher,142.0,9.1,242.0
616,60097,Margin of Error,High school graduate (includes equivalency),91.0,3.7,403.0
617,60097,Margin of Error,Less than high school graduate,33.0,6.8,184.0
618,60097,Margin of Error,Population 25 years and over,211.0,2.8,512.0
619,60097,Margin of Error,"Some college, associate's degree",123.0,4.3,367.0
620,60098,Estimate,Bachelor's degree or higher,172.0,2.5,6994.0
621,60098,Estimate,High school graduate (includes equivalency),668.0,11.4,5872.0
622,60098,Estimate,Less than high school graduate,305.0,16.1,1891.0
623,60098,Estimate,Population 25 years and over,1576.0,7.3,21721.0
