,Zipcode,Age group,Estimate
8917,61453,35 to 44 years,85.0
8918,61454,35 to 44 years,13.0
8919,61455,35 to 44 years,1888.0
8920,61458,35 to 44 years,44.0
8921,61459,35 to 44 years,50.0
8922,61460,35 to 44 years,21.0
8923,61462,35 to 44 years,1266.0
8924,61465,35 to 44 years,91.0
8925,61466,35 to 44 years,43.0
8926,61467,35 to 44 years,136.0
8927,61468,35 to 44 years,0.0
8928,61469,35 to 44 years,186.0
8929,61470,35 to 44 years,79.0
8930,61471,35 to 44 years,12.0
8931,61472,35 to 44 years,111.0
8932,61473,35 to 44 years,95.0
8933,61474,35 to 44 years,19.0
8934,61475,35 to 44 years,24.0
8935,61476,35 to 44 years,35.0
8936,61477,35 to 44 years,90.0
8937,61478,35 to 44 years,37.0
8938,61479,35 to 44 years,0.0
8939,61480,35 to 44 years,174.0
8940,61482,35 to 44 years,85.0
8941,61483,35 to 44 years,186.0
8942,61484,35 to 44 years,86.0
8943,61485,35 to 44 years,32.0
8944,61486,35 to 44 years,183.0
8945,61488,35 to 44 years,79.0
8946,61489,35 to 44 years,110.0
8947,61490,35 to 44 years,166.0
8948,61491,35 to 44 years,236.0
8949,61501,35 to 44 years,171.0
8950,61516,35 to 44 years,126.0
8951,61517,35 to 44 years,444.0
8952,61519,35 to 44 years,38.0
8953,61520,35 to 44 years,2098.0
8954,61523,35 to 44 years,1198.0
8955,61524,35 to 44 years,21.0
8956,61525,35 to 44 years,1473.0
8957,61526,35 to 44 years,59.0
8958,61528,35 to 44 years,383.0
8959,61529,35 to 44 years,399.0
8960,61530,35 to 44 years,624.0
8961,61531,35 to 44 years,450.0
8962,61532,35 to 44 years,83.0
8963,61533,35 to 44 years,491.0
8964,61534,35 to 44 years,257.0
8965,61535,35 to 44 years,385.0
8966,61536,35 to 44 years,217.0
8967,61537,35 to 44 years,296.0
8968,61539,35 to 44 years,25.0
8969,61540,35 to 44 years,287.0
8970,61541,35 to 44 years,9.0
8971,61542,35 to 44 years,468.0
8972,61543,35 to 44 years,32.0
8973,61544,35 to 44 years,93.0
8974,61545,35 to 44 years,60.0
8975,61546,35 to 44 years,355.0
8976,61547,35 to 44 years,607.0
8977,61548,35 to 44 years,1795.0
8978,61550,35 to 44 years,2084.0
8979,61552,35 to 44 years,33.0
8980,61553,35 to 44 years,49.0
8981,61554,35 to 44 years,5092.0
8982,61559,35 to 44 years,298.0
8983,61560,35 to 44 years,3.0
8984,61561,35 to 44 years,223.0
8985,61562,35 to 44 years,0.0
8986,61563,35 to 44 years,69.0
8987,61564,35 to 44 years,131.0
8988,61565,35 to 44 years,197.0
8989,61567,35 to 44 years,107.0
8990,61568,35 to 44 years,387.0
8991,61569,35 to 44 years,105.0
8992,61570,35 to 44 years,186.0
8993,61571,35 to 44 years,3874.0
8994,61572,35 to 44 years,208.0
8995,61602,35 to 44 years,73.0
8996,61603,35 to 44 years,2433.0
8997,61604,35 to 44 years,3206.0
8998,61605,35 to 44 years,1762.0
8999,61606,35 to 44 years,534.0
9000,61607,35 to 44 years,1492.0
9001,61610,35 to 44 years,752.0
9002,61611,35 to 44 years,2767.0
9003,61614,35 to 44 years,3297.0
9004,61615,35 to 44 years,2657.0
9005,61616,35 to 44 years,829.0
9006,61625,35 to 44 years,0.0
9007,61701,35 to 44 years,4437.0
9008,61704,35 to 44 years,4655.0
9009,61705,35 to 44 years,2151.0
9010,61720,35 to 44 years,15.0
9011,61721,35 to 44 years,42.0
9012,61722,35 to 44 years,114.0
9013,61723,35 to 44 years,384.0
9014,61724,35 to 44 years,42.0
9015,61725,35 to 44 years,300.0
9016,61726,35 to 44 years,287.0
9017,61727,35 to 44 years,1101.0
9018,61728,35 to 44 years,200.0
9019,61729,35 to 44 years,117.0
9020,61730,35 to 44 years,50.0
9021,61731,35 to 44 years,27.0
9022,61732,35 to 44 years,225.0
9023,61733,35 to 44 years,95.0
9024,61734,35 to 44 years,305.0
9025,61735,35 to 44 years,122.0
9026,61736,35 to 44 years,231.0
9027,61737,35 to 44 years,37.0
9028,61738,35 to 44 years,671.0
9029,61739,35 to 44 years,462.0
9030,61740,35 to 44 years,138.0
9031,61741,35 to 44 years,204.0
9032,61742,35 to 44 years,118.0
9033,61743,35 to 44 years,20.0
9034,61744,35 to 44 years,110.0
9035,61745,35 to 44 years,681.0
9036,61747,35 to 44 years,166.0
9037,61748,35 to 44 years,326.0
9038,61749,35 to 44 years,66.0
9039,61750,35 to 44 years,11.0
9040,61751,35 to 44 years,7.0
9041,61752,35 to 44 years,606.0
9042,61753,35 to 44 years,340.0
9043,61754,35 to 44 years,145.0
9044,61755,35 to 44 years,865.0
9045,61756,35 to 44 years,363.0
9046,61759,35 to 44 years,153.0
9047,61760,35 to 44 years,191.0
9048,61761,35 to 44 years,5672.0
9049,61764,35 to 44 years,1862.0
9050,61769,35 to 44 years,49.0
9051,61770,35 to 44 years,129.0
9052,61771,35 to 44 years,84.0
9053,61772,35 to 44 years,24.0
9054,61773,35 to 44 years,18.0
9055,61774,35 to 44 years,106.0
9056,61775,35 to 44 years,19.0
9057,61776,35 to 44 years,51.0
9058,61777,35 to 44 years,179.0
9059,61778,35 to 44 years,55.0
9060,61801,35 to 44 years,2093.0
9061,61802,35 to 44 years,2334.0
9062,61810,35 to 44 years,32.0
9063,61811,35 to 44 years,106.0
9064,61812,35 to 44 years,33.0
9065,61813,35 to 44 years,254.0
9066,61814,35 to 44 years,181.0
9067,61815,35 to 44 years,32.0
9068,61816,35 to 44 years,54.0
9069,61817,35 to 44 years,347.0
9070,61818,35 to 44 years,241.0
9071,61820,35 to 44 years,2489.0
9072,61821,35 to 44 years,4085.0
9073,61822,35 to 44 years,3558.0
9074,61830,35 to 44 years,44.0
9075,61831,35 to 44 years,3.0
9076,61832,35 to 44 years,3737.0
9077,61833,35 to 44 years,169.0
9078,61834,35 to 44 years,1371.0
9079,61839,35 to 44 years,94.0
9080,61840,35 to 44 years,30.0
9081,61841,35 to 44 years,173.0
9082,61842,35 to 44 years,223.0
9083,61843,35 to 44 years,246.0
9084,61844,35 to 44 years,45.0
9085,61845,35 to 44 years,26.0
9086,61846,35 to 44 years,759.0
9087,61847,35 to 44 years,149.0
9088,61848,35 to 44 years,36.0
9089,61849,35 to 44 years,308.0
9090,61850,35 to 44 years,42.0
9091,61851,35 to 44 years,54.0
9092,61852,35 to 44 years,29.0
9093,61853,35 to 44 years,2087.0
9094,61854,35 to 44 years,150.0
9095,61855,35 to 44 years,5.0
9096,61856,35 to 44 years,852.0
9097,61857,35 to 44 years,6.0
9098,61858,35 to 44 years,249.0
9099,61859,35 to 44 years,128.0
9100,61862,35 to 44 years,45.0
9101,61863,35 to 44 years,91.0
9102,61864,35 to 44 years,227.0
9103,61865,35 to 44 years,198.0
9104,61866,35 to 44 years,1809.0
9105,61870,35 to 44 years,109.0
9106,61871,35 to 44 years,31.0
9107,61872,35 to 44 years,56.0
9108,61873,35 to 44 years,1019.0
9109,61874,35 to 44 years,1139.0
9110,61875,35 to 44 years,77.0
9111,61876,35 to 44 years,36.0
9112,61877,35 to 44 years,222.0
9113,61878,35 to 44 years,134.0
9114,61880,35 to 44 years,662.0
9115,61882,35 to 44 years,73.0
9116,61883,35 to 44 years,566.0
9117,61884,35 to 44 years,42.0
9118,61910,35 to 44 years,596.0
9119,61911,35 to 44 years,443.0
9120,61912,35 to 44 years,174.0
9121,61913,35 to 44 years,257.0
9122,61914,35 to 44 years,199.0
9123,61917,35 to 44 years,26.0
9124,61919,35 to 44 years,66.0
9125,61920,35 to 44 years,2280.0
9126,61924,35 to 44 years,225.0
9127,61925,35 to 44 years,159.0
9128,61928,35 to 44 years,108.0
9129,61929,35 to 44 years,70.0
9130,61930,35 to 44 years,73.0
9131,61931,35 to 44 years,140.0
9132,61932,35 to 44 years,52.0
9133,61933,35 to 44 years,143.0
9134,61936,35 to 44 years,69.0
9135,61937,35 to 44 years,253.0
9136,61938,35 to 44 years,2560.0
9137,61940,35 to 44 years,53.0
9138,61941,35 to 44 years,0.0
9139,61942,35 to 44 years,157.0
9140,61943,35 to 44 years,155.0
9141,61944,35 to 44 years,1434.0
9142,61949,35 to 44 years,22.0
9143,61951,35 to 44 years,857.0
9144,61953,35 to 44 years,765.0
9145,61955,35 to 44 years,23.0
9146,61956,35 to 44 years,348.0
9147,61957,35 to 44 years,259.0
9148,62001,35 to 44 years,116.0
9149,62002,35 to 44 years,3622.0
9150,62006,35 to 44 years,54.0
9151,62009,35 to 44 years,280.0
9152,62010,35 to 44 years,1308.0
9153,62011,35 to 44 years,22.0
9154,62012,35 to 44 years,938.0
9155,62013,35 to 44 years,93.0
9156,62014,35 to 44 years,335.0
9157,62015,35 to 44 years,162.0
9158,62016,35 to 44 years,421.0
9159,62017,35 to 44 years,121.0
9160,62018,35 to 44 years,482.0
9161,62019,35 to 44 years,25.0
9162,62021,35 to 44 years,94.0
9163,62022,35 to 44 years,154.0
9164,62023,35 to 44 years,15.0
9165,62024,35 to 44 years,671.0
9166,62025,35 to 44 years,4378.0
9167,62027,35 to 44 years,116.0
9168,62028,35 to 44 years,21.0
9169,62030,35 to 44 years,7.0
9170,62031,35 to 44 years,78.0
9171,62032,35 to 44 years,78.0
9172,62033,35 to 44 years,506.0
9173,62034,35 to 44 years,1874.0
9174,62035,35 to 44 years,1592.0
9175,62036,35 to 44 years,15.0
9176,62037,35 to 44 years,146.0
9177,62040,35 to 44 years,5121.0
9178,62044,35 to 44 years,409.0
9179,62045,35 to 44 years,62.0
9180,62046,35 to 44 years,147.0
9181,62047,35 to 44 years,148.0
9182,62048,35 to 44 years,251.0
9183,62049,35 to 44 years,1333.0
9184,62050,35 to 44 years,46.0
9185,62051,35 to 44 years,56.0
9186,62052,35 to 44 years,1444.0
9187,62053,35 to 44 years,53.0
9188,62054,35 to 44 years,51.0
9189,62056,35 to 44 years,863.0
9190,62058,35 to 44 years,117.0
9191,62059,35 to 44 years,9.0
9192,62060,35 to 44 years,442.0
9193,62061,35 to 44 years,241.0
9194,62062,35 to 44 years,857.0
9195,62063,35 to 44 years,117.0
9196,62065,35 to 44 years,0.0
9197,62067,35 to 44 years,252.0
9198,62069,35 to 44 years,351.0
9199,62070,35 to 44 years,0.0
9200,62074,35 to 44 years,120.0
9201,62075,35 to 44 years,353.0
9202,62076,35 to 44 years,0.0
9203,62077,35 to 44 years,22.0
9204,62078,35 to 44 years,7.0
9205,62079,35 to 44 years,43.0
9206,62080,35 to 44 years,260.0
9207,62081,35 to 44 years,7.0
9208,62082,35 to 44 years,225.0
9209,62083,35 to 44 years,14.0
9210,62084,35 to 44 years,249.0
9211,62085,35 to 44 years,10.0
9212,62086,35 to 44 years,199.0
9213,62087,35 to 44 years,298.0
9214,62088,35 to 44 years,791.0
9215,62089,35 to 44 years,14.0
9216,62090,35 to 44 years,166.0
9217,62091,35 to 44 years,100.0
9218,62092,35 to 44 years,248.0
9219,62093,35 to 44 years,26.0
9220,62094,35 to 44 years,95.0
9221,62095,35 to 44 years,1336.0
9222,62097,35 to 44 years,344.0
9223,62098,35 to 44 years,0.0
9224,62201,35 to 44 years,764.0
9225,62203,35 to 44 years,1119.0
9226,62204,35 to 44 years,675.0
9227,62205,35 to 44 years,516.0
9228,62206,35 to 44 years,2034.0
9229,62207,35 to 44 years,988.0
9230,62208,35 to 44 years,2183.0
9231,62214,35 to 44 years,171.0
9232,62215,35 to 44 years,290.0
9233,62216,35 to 44 years,404.0
9234,62217,35 to 44 years,55.0
9235,62218,35 to 44 years,318.0
9236,62219,35 to 44 years,162.0
9237,62220,35 to 44 years,2622.0
9238,62221,35 to 44 years,3941.0
9239,62223,35 to 44 years,2387.0
9240,62225,35 to 44 years,750.0
9241,62226,35 to 44 years,3397.0
9242,62230,35 to 44 years,852.0
9243,62231,35 to 44 years,860.0
9244,62232,35 to 44 years,926.0
9245,62233,35 to 44 years,1533.0
9246,62234,35 to 44 years,4233.0
9247,62236,35 to 44 years,2010.0
9248,62237,35 to 44 years,211.0
9249,62238,35 to 44 years,120.0
9250,62239,35 to 44 years,583.0
9251,62240,35 to 44 years,217.0
9252,62241,35 to 44 years,68.0
9253,62242,35 to 44 years,199.0
9254,62243,35 to 44 years,735.0
9255,62244,35 to 44 years,130.0
9256,62245,35 to 44 years,181.0
9257,62246,35 to 44 years,1357.0
9258,62248,35 to 44 years,67.0
9259,62249,35 to 44 years,2069.0
9260,62250,35 to 44 years,72.0
9261,62253,35 to 44 years,85.0
9262,62254,35 to 44 years,556.0
9263,62255,35 to 44 years,102.0
9264,62257,35 to 44 years,175.0
9265,62258,35 to 44 years,1397.0
9266,62260,35 to 44 years,720.0
9267,62261,35 to 44 years,0.0
9268,62262,35 to 44 years,202.0
9269,62263,35 to 44 years,599.0
9270,62264,35 to 44 years,457.0
9271,62265,35 to 44 years,212.0
9272,62266,35 to 44 years,0.0
9273,62268,35 to 44 years,92.0
9274,62269,35 to 44 years,4704.0
9275,62271,35 to 44 years,239.0
9276,62272,35 to 44 years,172.0
9277,62273,35 to 44 years,15.0
9278,62274,35 to 44 years,1392.0
9279,62275,35 to 44 years,366.0
9280,62277,35 to 44 years,147.0
9281,62278,35 to 44 years,705.0
9282,62279,35 to 44 years,0.0
9283,62280,35 to 44 years,132.0
9284,62281,35 to 44 years,335.0
9285,62282,35 to 44 years,113.0
9286,62284,35 to 44 years,39.0
9287,62285,35 to 44 years,659.0
9288,62286,35 to 44 years,825.0
9289,62288,35 to 44 years,259.0
9290,62289,35 to 44 years,44.0
9291,62292,35 to 44 years,152.0
9292,62293,35 to 44 years,516.0
9293,62294,35 to 44 years,2031.0
9294,62295,35 to 44 years,234.0
9295,62297,35 to 44 years,37.0
9296,62298,35 to 44 years,1989.0
9297,62301,35 to 44 years,3636.0
9298,62305,35 to 44 years,2011.0
9299,62311,35 to 44 years,43.0
9300,62312,35 to 44 years,222.0
9301,62313,35 to 44 years,76.0
9302,62314,35 to 44 years,130.0
9303,62316,35 to 44 years,84.0
9304,62319,35 to 44 years,10.0
9305,62320,35 to 44 years,356.0
9306,62321,35 to 44 years,399.0
9307,62323,35 to 44 years,21.0
9308,62324,35 to 44 years,99.0
9309,62325,35 to 44 years,82.0
9310,62326,35 to 44 years,355.0
9311,62330,35 to 44 years,260.0
9312,62334,35 to 44 years,9.0
9313,62336,35 to 44 years,0.0
9314,62338,35 to 44 years,140.0
9315,62339,35 to 44 years,88.0
9316,62340,35 to 44 years,211.0
9317,62341,35 to 44 years,429.0
9318,62343,35 to 44 years,107.0
9319,62344,35 to 44 years,0.0
9320,62345,35 to 44 years,26.0
9321,62346,35 to 44 years,15.0
9322,62347,35 to 44 years,212.0
9323,62348,35 to 44 years,4.0
9324,62349,35 to 44 years,103.0
9325,62351,35 to 44 years,251.0
9326,62352,35 to 44 years,9.0
9327,62353,35 to 44 years,824.0
9328,62354,35 to 44 years,210.0
9329,62355,35 to 44 years,182.0
9330,62356,35 to 44 years,20.0
9331,62357,35 to 44 years,54.0
9332,62358,35 to 44 years,54.0
9333,62359,35 to 44 years,23.0
9334,62360,35 to 44 years,187.0
9335,62361,35 to 44 years,30.0
9336,62362,35 to 44 years,24.0
9337,62363,35 to 44 years,535.0
9338,62365,35 to 44 years,61.0
9339,62366,35 to 44 years,259.0
9340,62367,35 to 44 years,79.0
9341,62370,35 to 44 years,38.0
9342,62373,35 to 44 years,6.0
9343,62374,35 to 44 years,29.0
9344,62375,35 to 44 years,96.0
9345,62376,35 to 44 years,99.0
9346,62378,35 to 44 years,90.0
9347,62379,35 to 44 years,147.0
9348,62380,35 to 44 years,81.0
9349,62401,35 to 44 years,2176.0
9350,62410,35 to 44 years,172.0
9351,62411,35 to 44 years,578.0
9352,62413,35 to 44 years,24.0
9353,62414,35 to 44 years,276.0
9354,62417,35 to 44 years,278.0
9355,62418,35 to 44 years,262.0
9356,62419,35 to 44 years,19.0
9357,62420,35 to 44 years,470.0
9358,62421,35 to 44 years,54.0
9359,62422,35 to 44 years,142.0
9360,62423,35 to 44 years,91.0
9361,62424,35 to 44 years,285.0
9362,62425,35 to 44 years,50.0
9363,62426,35 to 44 years,80.0
9364,62427,35 to 44 years,291.0
9365,62428,35 to 44 years,432.0
9366,62431,35 to 44 years,71.0
9367,62432,35 to 44 years,186.0
9368,62433,35 to 44 years,108.0
9369,62434,35 to 44 years,29.0
9370,62436,35 to 44 years,27.0
9371,62438,35 to 44 years,53.0
9372,62439,35 to 44 years,977.0
9373,62440,35 to 44 years,53.0
9374,62441,35 to 44 years,640.0
9375,62442,35 to 44 years,402.0
9376,62443,35 to 44 years,132.0
9377,62444,35 to 44 years,38.0
9378,62445,35 to 44 years,157.0
9379,62446,35 to 44 years,39.0
9380,62447,35 to 44 years,379.0
9381,62448,35 to 44 years,573.0
9382,62449,35 to 44 years,285.0
9383,62450,35 to 44 years,1373.0
9384,62451,35 to 44 years,196.0
9385,62452,35 to 44 years,24.0
9386,62454,35 to 44 years,1709.0
9387,62458,35 to 44 years,172.0
9388,62459,35 to 44 years,49.0
9389,62460,35 to 44 years,122.0
9390,62461,35 to 44 years,88.0
9391,62462,35 to 44 years,200.0
9392,62463,35 to 44 years,135.0
9393,62465,35 to 44 years,69.0
9394,62466,35 to 44 years,623.0
9395,62467,35 to 44 years,450.0
9396,62468,35 to 44 years,255.0
9397,62469,35 to 44 years,119.0
9398,62471,35 to 44 years,1294.0
9399,62473,35 to 44 years,97.0
9400,62474,35 to 44 years,40.0
9401,62475,35 to 44 years,38.0
9402,62476,35 to 44 years,198.0
9403,62477,35 to 44 years,121.0
9404,62478,35 to 44 years,44.0
9405,62479,35 to 44 years,117.0
9406,62480,35 to 44 years,35.0
9407,62481,35 to 44 years,46.0
9408,62501,35 to 44 years,301.0
9409,62510,35 to 44 years,189.0
9410,62512,35 to 44 years,76.0
9411,62513,35 to 44 years,219.0
9412,62514,35 to 44 years,43.0
9413,62515,35 to 44 years,131.0
9414,62517,35 to 44 years,29.0
9415,62518,35 to 44 years,0.0
9416,62519,35 to 44 years,0.0
9417,62520,35 to 44 years,142.0
9418,62521,35 to 44 years,3493.0
9419,62522,35 to 44 years,1457.0
9420,62523,35 to 44 years,212.0
9421,62526,35 to 44 years,3302.0
9422,62530,35 to 44 years,171.0
9423,62531,35 to 44 years,259.0
9424,62532,35 to 44 years,13.0
9425,62533,35 to 44 years,170.0
9426,62534,35 to 44 years,183.0
9427,62535,35 to 44 years,593.0
9428,62536,35 to 44 years,29.0
9429,62537,35 to 44 years,8.0
9430,62538,35 to 44 years,45.0
9431,62539,35 to 44 years,130.0
9432,62540,35 to 44 years,194.0
9433,62541,35 to 44 years,0.0
9434,62543,35 to 44 years,25.0
9435,62544,35 to 44 years,148.0
9436,62545,35 to 44 years,155.0
9437,62546,35 to 44 years,132.0
9438,62547,35 to 44 years,231.0
9439,62548,35 to 44 years,364.0
9440,62549,35 to 44 years,1257.0
9441,62550,35 to 44 years,359.0
9442,62551,35 to 44 years,92.0
9443,62553,35 to 44 years,48.0
9444,62554,35 to 44 years,179.0
9445,62555,35 to 44 years,63.0
9446,62556,35 to 44 years,46.0
9447,62557,35 to 44 years,627.0
9448,62558,35 to 44 years,371.0
9449,62560,35 to 44 years,116.0
9450,62561,35 to 44 years,625.0
9451,62563,35 to 44 years,541.0
9452,62565,35 to 44 years,738.0
9453,62567,35 to 44 years,101.0
9454,62568,35 to 44 years,1965.0
9455,62570,35 to 44 years,102.0
9456,62571,35 to 44 years,110.0
9457,62572,35 to 44 years,92.0
9458,62573,35 to 44 years,178.0
9459,62601,35 to 44 years,16.0
9460,62610,35 to 44 years,12.0
9461,62611,35 to 44 years,198.0
9462,62612,35 to 44 years,156.0
9463,62613,35 to 44 years,584.0
9464,62615,35 to 44 years,823.0
9465,62617,35 to 44 years,52.0
9466,62618,35 to 44 years,776.0
9467,62621,35 to 44 years,149.0
9468,62622,35 to 44 years,0.0
9469,62624,35 to 44 years,33.0
9470,62625,35 to 44 years,85.0
9471,62626,35 to 44 years,808.0
9472,62627,35 to 44 years,74.0
9473,62628,35 to 44 years,88.0
9474,62629,35 to 44 years,2618.0
9475,62630,35 to 44 years,29.0
9476,62631,35 to 44 years,8.0
9477,62633,35 to 44 years,46.0
9478,62634,35 to 44 years,204.0
9479,62635,35 to 44 years,56.0
9480,62638,35 to 44 years,179.0
9481,62639,35 to 44 years,54.0
9482,62640,35 to 44 years,339.0
9483,62642,35 to 44 years,169.0
9484,62643,35 to 44 years,103.0
9485,62644,35 to 44 years,565.0
9486,62649,35 to 44 years,55.0
9487,62650,35 to 44 years,3142.0
9488,62655,35 to 44 years,85.0
9489,62656,35 to 44 years,2157.0
9490,62661,35 to 44 years,218.0
9491,62663,35 to 44 years,12.0
9492,62664,35 to 44 years,342.0
9493,62665,35 to 44 years,184.0
9494,62666,35 to 44 years,42.0
9495,62667,35 to 44 years,42.0
9496,62668,35 to 44 years,170.0
9497,62670,35 to 44 years,363.0
9498,62671,35 to 44 years,49.0
9499,62672,35 to 44 years,19.0
9500,62673,35 to 44 years,24.0
9501,62674,35 to 44 years,197.0
9502,62675,35 to 44 years,594.0
9503,62677,35 to 44 years,210.0
9504,62681,35 to 44 years,669.0
9505,62682,35 to 44 years,96.0
9506,62684,35 to 44 years,757.0
9507,62685,35 to 44 years,219.0
9508,62688,35 to 44 years,114.0
9509,62689,35 to 44 years,57.0
9510,62690,35 to 44 years,649.0
9511,62691,35 to 44 years,253.0
9512,62692,35 to 44 years,240.0
9513,62693,35 to 44 years,221.0
9514,62694,35 to 44 years,361.0
9515,62695,35 to 44 years,9.0
9516,62701,35 to 44 years,201.0
9517,62702,35 to 44 years,3460.0
9518,62703,35 to 44 years,3666.0
9519,62704,35 to 44 years,5047.0
9520,62707,35 to 44 years,996.0
9521,62711,35 to 44 years,1906.0
9522,62712,35 to 44 years,1188.0
9523,62801,35 to 44 years,2786.0
9524,62803,35 to 44 years,249.0
9525,62806,35 to 44 years,435.0
9526,62807,35 to 44 years,214.0
9527,62808,35 to 44 years,249.0
9528,62809,35 to 44 years,33.0
9529,62810,35 to 44 years,86.0
9530,62811,35 to 44 years,34.0
9531,62812,35 to 44 years,1363.0
9532,62814,35 to 44 years,218.0
9533,62815,35 to 44 years,25.0
9534,62816,35 to 44 years,169.0
9535,62817,35 to 44 years,32.0
9536,62818,35 to 44 years,26.0
9537,62819,35 to 44 years,53.0
9538,62820,35 to 44 years,18.0
9539,62821,35 to 44 years,721.0
9540,62822,35 to 44 years,308.0
9541,62823,35 to 44 years,155.0
9542,62824,35 to 44 years,130.0
9543,62825,35 to 44 years,17.0
9544,62827,35 to 44 years,126.0
9545,62828,35 to 44 years,166.0
9546,62829,35 to 44 years,0.0
9547,62830,35 to 44 years,174.0
9548,62831,35 to 44 years,16.0
9549,62832,35 to 44 years,983.0
9550,62833,35 to 44 years,12.0
9551,62835,35 to 44 years,145.0
9552,62836,35 to 44 years,93.0
9553,62837,35 to 44 years,1003.0
9554,62838,35 to 44 years,164.0
9555,62839,35 to 44 years,838.0
9556,62841,35 to 44 years,7.0
9557,62842,35 to 44 years,96.0
9558,62843,35 to 44 years,23.0
9559,62844,35 to 44 years,254.0
9560,62846,35 to 44 years,522.0
9561,62848,35 to 44 years,40.0
9562,62849,35 to 44 years,180.0
9563,62850,35 to 44 years,85.0
9564,62851,35 to 44 years,0.0
9565,62852,35 to 44 years,12.0
9566,62853,35 to 44 years,124.0
9567,62854,35 to 44 years,152.0
